,id,imdb_id,release_year,popularity,budget,revenue,runtime,vote_average,variable,value,profit
1717,24884,tt1542599,2009,0.29434499999999997,14678640,10824,11,6.1,Action,1,-14667816
1720,16440,tt1295071,2009,0.292125,14678640,10824,26,6.7,Action,1,-14667816
1729,27989,tt1133993,2009,0.279941,14678640,10824,84,5.3,Action,1,-14667816
1730,22717,tt1084972,2009,0.278387,75,134,129,4.9,Action,1,59
1737,24832,tt1314177,2009,0.269902,14678640,10824,102,5.6,Action,1,-14667816
1740,16931,tt0865907,2009,0.265405,14678640,10824,92,5.0,Action,1,-14667816
1741,28465,tt1360767,2009,0.265119,6500000,10824,94,4.8,Action,1,-6489176
1746,41522,tt1438437,2009,0.13356500000000002,14678640,10824,176,4.1,Action,1,-14667816
1756,27310,tt1266027,2009,0.242794,14678640,10824,95,4.2,Action,1,-14667816
1763,26342,tt1350512,2009,0.235186,14678640,10824,89,3.1,Action,1,-14667816
1768,22259,tt1473345,2009,0.230359,14678640,10824,80,4.9,Action,1,-14667816
1778,18472,tt1227177,2009,0.21860900000000003,10000000,10824,98,4.8,Action,1,-9989176
1779,28019,tt1258137,2009,0.216906,15000000,10824,96,6.3,Action,1,-14989176
1783,41009,tt1003034,2009,0.20979,14678640,10824,88,4.8,Action,1,-14667816
1784,51249,tt1300155,2009,0.223951,14678640,10824,99,6.1,Action,1,-14667816
1786,23127,tt0419724,2009,0.20904299999999998,14678640,10824,77,6.9,Action,1,-14667816
1789,52034,tt1176416,2009,0.203707,14678640,10824,71,5.3,Action,1,-14667816
1792,15135,tt1104836,2009,0.284873,14678640,10824,79,4.5,Action,1,-14667816
1808,23404,tt1210801,2009,0.168985,14678640,10824,93,4.0,Action,1,-14667816
1811,44571,tt1038685,2009,0.16534300000000002,12000000,10824,93,4.6,Action,1,-11989176
1813,17632,tt1323925,2009,0.164377,5000,10824,38,5.9,Action,1,5824
1819,14549,tt1020055,2009,0.23818000000000003,14678640,10824,87,5.3,Action,1,-14667816
1820,22476,tt1020543,2009,0.15559,14678640,10824,93,5.8,Action,1,-14667816
1821,18065,tt1097013,2009,0.15551900000000002,14678640,10824,84,5.0,Action,1,-14667816
1837,24869,tt1071804,2009,0.13284100000000001,14678640,10824,106,6.6,Action,1,-14667816
1841,19900,tt1085515,2009,0.125174,14678640,10824,92,5.2,Action,1,-14667816
1842,25377,tt1205071,2009,0.12349700000000001,14678640,10824,90,3.7,Action,1,-14667816
1846,15039,tt1194271,2009,0.22288200000000002,9000000,10824,94,3.5,Action,1,-8989176
1852,46534,tt1467088,2009,0.060334000000000006,14678640,10824,85,4.7,Action,1,-14667816
1856,35568,tt1282015,2009,0.108083,14678640,10824,25,6.6,Action,1,-14667816
1864,30974,tt1433562,2009,0.097705,14678640,10824,90,5.5,Action,1,-14667816
1867,42151,tt1489167,2009,0.092519,31192,10000,89,6.5,Action,1,-21192
1876,20236,tt1182609,2009,0.077477,6000000,10824,90,3.5,Action,1,-5989176
1889,16634,tt1122836,2009,0.044425,14678640,10824,90,5.8,Action,1,-14667816
1903,253835,tt1538503,2009,0.015309999999999999,14678640,10824,20,5.9,Action,1,-14667816
1909,25867,tt1255951,2009,0.139545,14678640,10824,166,4.4,Action,1,-14667816
1915,27205,tt1375666,2010,9.363643,160000000,825500000,148,7.9,Action,1,665500000
1916,10138,tt1228705,2010,5.70486,200000000,623933331,124,6.6,Action,1,423933331
1920,20352,tt1323594,2010,3.7918809999999996,69000000,543513985,95,7.1,Action,1,474513985
1921,27578,tt1320253,2010,3.74884,80000000,274470394,103,5.9,Action,1,194470394
1924,20526,tt1104001,2010,2.911727,170000000,400062763,125,6.3,Action,1,230062763
1927,27576,tt0944835,2010,2.5867869999999997,110000000,293329073,100,6.2,Action,1,183329073
1931,23483,tt1250777,2010,2.225609,28000000,96188903,117,7.0,Action,1,68188903
1932,37710,tt1243957,2010,2.162441,100000000,278346189,103,6.0,Action,1,178346189
1933,9543,tt0473075,2010,2.1287990000000003,150000000,335154643,116,6.1,Action,1,185154643
1934,20662,tt0955308,2010,2.1183099999999997,200000000,310669540,140,6.1,Action,1,110669540
1936,18823,tt0800320,2010,2.087252,125000000,232713139,106,5.6,Action,1,107713139
1937,27022,tt0963966,2010,2.053855,150000000,215283742,109,5.8,Action,1,65283742
1940,22538,tt0446029,2010,1.906739,60000000,47664559,112,7.2,Action,1,-12335441
1942,34851,tt1424381,2010,1.888263,40000000,126248813,107,5.8,Action,1,86248813
1944,44048,tt0477080,2010,1.874641,100000000,167805466,98,6.2,Action,1,67805466
1947,34544,tt0429493,2010,1.730679,110000000,177238796,117,6.2,Action,1,67238796
1948,39514,tt1245526,2010,1.720825,58000000,71664962,111,6.5,Action,1,13664962
1949,23631,tt0985694,2010,1.71986,20000000,31327899,105,6.2,Action,1,11327899
1951,20504,tt1037705,2010,1.624483,80000000,157107755,118,6.5,Action,1,77107755
1956,38055,tt1001526,2010,1.540322,130000000,321885765,95,6.6,Action,1,191885765
1957,10196,tt0938283,2010,1.538276,150000000,318502923,103,4.7,Action,1,168502923
1958,27581,tt1386588,2010,1.419224,100000000,170432927,107,6.1,Action,1,70432927
1965,31867,tt1053424,2010,1.348633,32000000,18409891,111,6.1,Action,1,-13590109
1967,37834,tt1013743,2010,1.325302,117000000,261930431,109,5.9,Action,1,144930431
1968,38234,tt1156466,2010,1.302132,3000000,10824,96,7.4,Action,1,-2989176
1971,27573,tt1038919,2010,1.255298,40000000,136000000,110,5.5,Action,1,96000000
1973,22972,tt0947810,2010,1.206958,100000000,94882889,115,6.3,Action,1,-5117111
1983,38575,tt1155076,2010,1.125831,40000000,357852395,140,6.1,Action,1,317852395
1985,44147,tt1235189,2010,1.1114870000000001,8000000,3453043,98,6.1,Action,1,-4546957
1986,26389,tt1179034,2010,1.107689,52000000,52615806,92,6.1,Action,1,615806
1991,34813,tt0480255,2010,1.065023,25000000,23580000,97,6.2,Action,1,-1420000
1995,20533,tt1075747,2010,1.023117,47000000,10539000,80,4.4,Action,1,-36461000
2001,37821,tt1103153,2010,0.997641,75000000,98159963,100,5.7,Action,1,23159963
2012,22907,tt1135084,2010,0.912689,32000000,69055695,107,6.1,Action,1,37055695
2016,41283,tt1433108,2010,0.878074,24000000,23081726,98,6.2,Action,1,-918274
2020,40662,tt1569923,2010,0.8568370000000001,14678640,6629178,75,7.6,Action,1,-8049462
2023,23742,tt1385867,2010,0.8391069999999989,30000000,55583804,107,5.5,Action,1,25583804
2028,23759,tt1020558,2010,0.804348,12000000,6814789,97,5.7,Action,1,-5185211
2039,49852,tt1041804,2010,0.764791,90000000,16178959,110,5.8,Action,1,-73821041
2045,30675,tt1483025,2010,0.744585,14678640,7000000,81,6.6,Action,1,-7678640
2049,46541,tt1446072,2010,0.6986939999999989,13000000,10824,98,4.6,Action,1,-12989176
2057,38199,tt0914863,2010,0.659899,15000000,10824,97,6.5,Action,1,-14989176
2063,37931,tt1470023,2010,0.649289999999999,10000000,6110000,90,5.2,Action,1,-3890000
2068,16290,tt1116184,2010,0.640516,20000000,10824,94,6.5,Action,1,-19989176
2072,52208,tt1352388,2010,0.62808,14678640,10824,90,3.6,Action,1,-14667816
2074,66193,tt1130969,2010,0.6195510000000001,14678640,3826,104,5.3,Action,1,-14674814
2075,23172,tt1273678,2010,0.618078,28000000,45236543,94,5.4,Action,1,17236543
2077,41215,tt1181791,2010,0.611978,14678640,265318,102,5.6,Action,1,-14413322
2079,53172,tt1220888,2010,0.602854,12000000,204940,108,5.8,Action,1,-11795060
2083,51250,tt1560954,2010,0.598083,10000000,10824,81,5.1,Action,1,-9989176
2085,42194,tt0411951,2010,0.59643,30000000,967000,92,5.0,Action,1,-29033000
2087,35153,tt0473364,2010,0.5833020000000001,4500000,10824,102,4.8,Action,1,-4489176
2096,45569,tt1530983,2010,0.545277,14678640,10824,97,6.1,Action,1,-14667816
2113,33555,tt1522835,2010,0.513524,14678640,10824,89,5.5,Action,1,-14667816
2114,29427,tt0455407,2010,0.512957,20000000,54956140,101,6.1,Action,1,34956140
2128,41135,tt1268987,2010,0.47052200000000005,14678640,10824,82,5.4,Action,1,-14667816
2136,45162,tt1673430,2010,0.44494399999999995,3500000,10824,78,7.0,Action,1,-3489176
2137,45132,tt1512235,2010,0.44389300000000004,2500000,324138,96,6.6,Action,1,-2175862
2148,12685,tt1153546,2010,0.41703500000000004,10000000,10824,79,3.6,Action,1,-9989176
2149,50337,tt1782440,2010,0.41671400000000003,14678640,10824,90,6.0,Action,1,-14667816
2151,43641,tt1701223,2010,0.23283,14678640,10824,22,7.0,Action,1,-14667816
2152,44918,tt1640571,2010,0.407787,14678640,10824,90,2.7,Action,1,-14667816
2155,30061,tt1494772,2010,0.400305,14678640,10824,75,7.1,Action,1,-14667816
2158,73211,tt1332134,2010,0.393778,10000000,10824,120,6.6,Action,1,-9989176
2159,43930,tt1456941,2010,0.39362600000000003,27000000,16504936,103,6.5,Action,1,-10495064
2162,46911,tt1413529,2010,0.38553200000000004,14678640,10824,139,7.3,Action,1,-14667816
2171,80188,tt1456060,2010,0.361861,14678640,10824,93,5.8,Action,1,-14667816
2176,29564,tt1319743,2010,0.346981,8000000,10824,86,5.4,Action,1,-7989176
2180,64956,tt1790736,2010,0.34123000000000003,14678640,10824,15,7.3,Action,1,-14667816
2186,31261,tt1480660,2010,0.332904,100000,1000000,93,7.2,Action,1,900000
2187,34751,tt1394329,2010,0.331978,14678640,10824,75,5.1,Action,1,-14667816
2192,44678,tt1407049,2010,0.321863,14678640,10824,90,4.8,Action,1,-14667816
2196,44877,tt1514041,2010,0.318587,4600000,1163967,117,5.9,Action,1,-3436033
2205,37737,tt1198101,2010,0.30028299999999997,14678640,10824,131,5.8,Action,1,-14667816
2209,189197,tt0374463,2010,0.7570819999999989,120000000,10824,540,7.8,Action,1,-119989176
2210,44263,tt1691832,2010,0.289545,14678640,10824,110,5.0,Action,1,-14667816
2211,44037,tt1499249,2010,0.28946900000000003,2500000,10824,93,3.3,Action,1,-2489176
2214,51462,tt1273241,2010,0.28568699999999997,14678640,10824,79,6.0,Action,1,-14667816
2215,43935,tt1013860,2010,0.28324099999999997,20000000,4634062,107,4.9,Action,1,-15365938
2217,63561,tt2009776,2010,0.279938,14678640,10824,184,6.4,Action,1,-14667816
2232,52015,tt1464580,2010,0.2596,650000,33245,98,6.2,Action,1,-616755
2233,41988,tt1606600,2010,0.257311,14678640,10824,12,6.0,Action,1,-14667816
2239,46528,tt1032751,2010,0.25054,425000000,11087569,100,6.4,Action,1,-413912431
2246,46812,tt1400526,2010,0.243848,4400000,10824,81,5.3,Action,1,-4389176
2247,56272,tt1340773,2010,0.559371,14678640,10,98,4.2,Action,1,-14678630
2249,12645,tt1196340,2010,0.24154099999999998,10000000,55089,100,5.9,Action,1,-9944911
2253,50053,tt1694508,2010,0.23457399999999998,14678640,10824,87,2.5,Action,1,-14667816
2255,73454,tt1661099,2010,0.230821,14678640,10824,90,5.3,Action,1,-14667816
2259,51859,tt1703049,2010,0.227437,14678640,10824,95,7.7,Action,1,-14667816
2275,52454,tt1705773,2010,0.211508,14678640,10824,90,2.4,Action,1,-14667816
2285,51823,tt1663193,2010,0.203502,14678640,10824,94,6.0,Action,1,-14667816
2288,46713,tt1563719,2010,0.200241,2300000,10824,98,5.1,Action,1,-2289176
2298,56812,tt1572491,2010,0.181532,7000000,3218666,101,6.2,Action,1,-3781334
2316,41345,tt1320296,2010,0.167247,14678640,10824,90,5.2,Action,1,-14667816
2319,74471,tt1386925,2010,0.15835,14678640,10824,105,5.3,Action,1,-14667816
2320,39522,tt1587807,2010,0.157333,14678640,10824,92,2.8,Action,1,-14667816
2322,40720,tt1407084,2010,0.12869,14678640,10824,93,5.9,Action,1,-14667816
2323,40170,tt1672087,2010,0.155084,14678640,10824,8,7.2,Action,1,-14667816
2324,31967,tt1401113,2010,0.155075,14678640,10824,84,6.0,Action,1,-14667816
2338,35791,tt1220634,2010,0.131526,60000000,296221663,97,5.8,Action,1,236221663
2348,35691,tt1462054,2010,0.10772899999999999,14678640,10824,110,6.7,Action,1,-14667816
2349,57011,tt1592503,2010,0.107503,14678640,10824,81,3.5,Action,1,-14667816
2351,47177,tt1453245,2010,0.137397,2400000,10824,93,4.8,Action,1,-2389176
2358,46368,tt1093906,2010,0.267278,3000000,10824,90,4.1,Action,1,-2989176
2374,30886,tt1185412,2010,0.066188,1250000,10824,160,5.0,Action,1,-1239176
2390,58107,tt1827378,2010,0.227962,14678640,10824,52,6.4,Action,1,-14667816
2402,40025,tt1572168,2010,0.0044329999999999994,14678640,10824,93,6.4,Action,1,-14667816
2404,603,tt0133093,1999,7.7538990000000005,63000000,463517383,136,7.8,Action,1,400517383
2406,1893,tt0120915,1999,3.5260290000000003,115000000,924317558,136,6.3,Action,1,809317558
2407,564,tt0120616,1999,2.94377,80000000,415885488,124,6.3,Action,1,335885488
2410,36643,tt0143145,1999,2.129874,135000000,361832400,128,6.0,Action,1,226832400
2419,817,tt0145660,1999,1.560867,33000000,310940086,95,6.0,Action,1,277940086
2428,8487,tt0120891,1999,1.221973,170000000,222104681,106,5.2,Action,1,52104681
2429,1911,tt0120657,1999,1.189386,160000000,61698899,102,6.2,Action,1,-98301101
2430,9946,tt0146675,1999,1.17388799999999,100000000,211989043,121,5.4,Action,1,111989043
2433,8914,tt0149261,1999,1.1392229999999999,60000000,73648228,105,5.5,Action,1,13648228
2435,2112,tt0120784,1999,1.050599,90000000,161626121,100,6.5,Action,1,71626121
2439,8374,tt0144117,1999,0.992316,6000000,30471,108,7.1,Action,1,-5969529
2462,332,tt0141369,1999,0.684185,75000000,10824,78,4.3,Action,1,-74989176
2465,9423,tt0120458,1999,0.654013,75000000,14010690,99,4.9,Action,1,-60989310
2467,9825,tt0139414,1999,0.637814,27000000,56870414,82,5.3,Action,1,29870414
2469,9824,tt0132347,1999,0.636432,68000000,29762011,121,5.4,Action,1,-38237989
2470,4816,tt0165798,1999,0.6271720000000001,14678640,10824,116,7.0,Action,1,-14667816
2476,6415,tt0120188,1999,0.585123,75000000,108000000,114,6.3,Action,1,33000000
2481,12095,tt0120860,1999,0.545399,5000000,10824,88,4.5,Action,1,-4989176
2486,1946,tt0120907,1999,0.501242,15000000,2856712,97,6.6,Action,1,-12143288
2488,11001,tt0181316,1999,0.49601000000000006,65000000,117758500,93,6.0,Action,1,52758500
2494,9455,tt0142192,1999,0.454992,25000000,15156200,110,6.1,Action,1,-9843800
2497,41586,tt0177876,1999,0.42499799999999893,14678640,10824,91,5.4,Action,1,-14667816
2498,10366,tt0176269,1999,0.41861099999999996,45000000,10667893,82,4.5,Action,1,-34332107
2505,2162,tt0163579,1999,0.393985,70000000,11263966,101,5.4,Action,1,-58736034
2512,10388,tt0165854,1999,0.274419,10000000,3193102,89,6.6,Action,1,-6806898
2516,11119,tt0179183,1999,0.345172,11000000,10824,92,3.8,Action,1,-10989176
2521,13099,tt0206334,1999,0.331443,14678640,10824,114,6.0,Action,1,-14667816
2524,16331,tt0171410,1999,0.324805,14678640,10824,116,6.0,Action,1,-14667816
2528,10908,tt0139151,1999,0.318024,15000000,10824,95,5.2,Action,1,-14989176
2530,22314,tt0160401,1999,0.312759,7000000,14011454,97,6.5,Action,1,7011454
2537,10350,tt0131646,1999,0.301533,30000000,10824,100,4.1,Action,1,-29989176
2555,16379,tt0120757,1999,0.257431,50000000,13260050,92,4.5,Action,1,-36739950
2565,10047,tt0151137,1999,0.23522300000000002,60000000,66976317,148,6.1,Action,1,6976317
2570,5470,tt0120604,1999,0.21624200000000002,20000000,1531251,95,4.5,Action,1,-18468749
2575,53875,tt0200755,1999,0.202456,14678640,10824,180,5.2,Action,1,-14667816
2586,10916,tt0146455,1999,0.170248,14678640,10824,94,6.8,Action,1,-14667816
2607,10381,tt0134033,1999,0.10516800000000001,14678640,10824,93,5.9,Action,1,-14667816
2609,64202,tt0231237,1999,0.096582,14678640,10824,132,6.4,Action,1,-14667816
2627,120,tt0120737,2001,8.575419,93000000,871368364,178,7.8,Action,1,778368364
2637,1734,tt0209163,2001,2.449323,98000000,433013274,130,5.8,Action,1,335013274
2639,1995,tt0146316,2001,2.179727,115000000,274703340,100,5.6,Action,1,159703340
2644,869,tt0133152,2001,1.862114,100000000,362211740,119,5.5,Action,1,262211740
2648,855,tt0265086,2001,1.735123,92000000,172989651,144,7.1,Action,1,80989651
2650,9476,tt0183790,2001,1.692141,65000000,117487473,132,6.5,Action,1,52487473
2654,5175,tt0266915,2001,1.447916,90000000,347325802,90,6.5,Action,1,257325802
2655,2034,tt0139654,2001,1.4460629999999999,45000000,104876233,122,7.2,Action,1,59876233
2657,12589,tt0268397,2001,1.213215,25000000,80936232,83,5.5,Action,1,55936232
2663,2140,tt0271027,2001,1.065364,25000000,64437847,98,6.3,Action,1,39437847
2664,1535,tt0266987,2001,1.063015,92000000,143049560,126,6.5,Action,1,51049560
2665,9705,tt0244244,2001,1.062734,102000000,147080413,99,6.0,Action,1,45080413
2669,9989,tt0218817,2001,0.9769969999999999,30000000,17833000,108,5.6,Action,1,-12167000
2670,2114,tt0173840,2001,0.9742219999999999,137000000,85131830,106,5.6,Action,1,-51868170
2674,8007,tt0159273,2001,0.9047200000000001,40000000,91753202,106,5.9,Action,1,51753202
2679,2100,tt0272020,2001,0.8654069999999989,72000000,27642707,131,7.1,Action,1,-44357293
2680,2043,tt0164334,2001,0.8442350000000001,60000000,105178561,104,5.8,Action,1,45178561
2686,6073,tt0236493,2001,0.746989,57000000,147845033,123,5.7,Action,1,90845033
2690,10596,tt0238552,2001,0.711201,17000000,10824,100,4.8,Action,1,-16989176
2691,10829,tt0259685,2001,0.705609,14678640,10824,104,5.2,Action,1,-14667816
2692,2144,tt0203755,2001,0.6980609999999989,14678640,10824,93,5.5,Action,1,-14667816
2709,2749,tt0179626,2001,0.572909,60000000,56359980,120,5.7,Action,1,-3640020
2712,9397,tt0251075,2001,0.561179,80000000,98376292,101,5.4,Action,1,18376292
2716,331214,tt0185906,2001,0.537593,14678640,125000000,705,8.0,Action,1,110321360
2718,11371,tt0227445,2001,0.526992,68000000,71069884,124,6.6,Action,1,3069884
2722,10877,tt0242445,2001,0.510452,50000000,79958599,101,5.0,Action,1,29958599
2730,12138,tt0233142,2001,0.471789,62000000,18720175,125,5.4,Action,1,-43279825
2734,14034,tt0161083,2001,0.45507200000000003,45000000,10824,94,5.1,Action,1,-44989176
2736,10016,tt0228333,2001,0.451722,28000000,14010832,98,4.6,Action,1,-13989168
2741,12610,tt0181739,2001,0.439101,75000000,13596911,95,5.6,Action,1,-61403089
2743,10796,tt0267804,2001,0.427875,49000000,10824,87,5.5,Action,1,-48989176
2747,9799,tt0232500,2001,0.414311,38000000,207283925,106,6.4,Action,1,169283925
2754,10054,tt0227538,2001,0.386262,35000000,147934180,88,5.5,Action,1,112934180
2758,3172,tt0219965,2001,0.381751,75000000,67631903,123,6.1,Action,1,-7368097
2759,11090,tt0255798,2001,0.380227,22000000,84772742,84,4.5,Action,1,62772742
2766,10477,tt0132245,2001,0.20867,94000000,54744738,116,4.8,Action,1,-39255262
2770,5764,tt0272790,2001,0.318067,14678640,10824,88,5.7,Action,1,-14667816
2771,13496,tt0244000,2001,0.328665,35000000,13678913,94,5.8,Action,1,-21321087
2778,4965,tt0160399,2001,0.300216,40000000,10824,102,5.9,Action,1,-39989176
2779,32577,tt0283534,2001,0.298712,14678640,10824,93,5.6,Action,1,-14667816
2783,13503,tt0193560,2001,0.283553,14678640,10824,110,5.6,Action,1,-14667816
2790,31002,tt0196158,2001,0.27279000000000003,7000000,10824,92,3.6,Action,1,-6989176
2791,11088,tt0252503,2001,0.272619,35000000,10824,107,6.5,Action,1,-34989176
2792,6935,tt0267129,2001,0.27256199999999997,14678640,10824,90,5.9,Action,1,-14667816
2796,23685,tt0166276,2001,0.263042,75000000,5409517,93,4.0,Action,1,-69590483
2797,39180,tt0250720,2001,0.258176,14678640,10824,94,4.8,Action,1,-14667816
2801,18976,tt0259127,2001,0.24935700000000002,14678640,10824,177,6.2,Action,1,-14667816
2802,10615,tt0258038,2001,0.241272,14678640,10824,81,5.8,Action,1,-14667816
2803,57047,tt0254334,2001,0.20342000000000002,14678640,10824,96,6.5,Action,1,-14667816
2804,17708,tt0250310,2001,0.239869,11000000,23978402,86,4.4,Action,1,12978402
2806,1783,tt0243609,2001,0.507235,14678640,10824,108,6.3,Action,1,-14667816
2814,331,tt0163025,2001,0.167033,93000000,368780809,92,5.6,Action,1,275780809
2819,37632,tt0193364,2001,0.205204,14678640,10824,89,3.8,Action,1,-14667816
